code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
AAA,2013J,802,M,East Midlands Region,No Formal quals,50-60%,0-35,0,60,Y,Pass
BBB,2013J,803,M,South West Region,A Level or Equivalent,60-70%,35-55,1,120,N,Pass
DDD,2014B,804,F,East Anglian Region,No Formal quals,0-10%,35-55,1,60,N,Pass
EEE,2013J,805,M,South Region,A Level or Equivalent,10-20%,35-55,2,30,N,Distinction
CCC,2014B,805,M,East Anglian Region,No Formal quals,30-40%,0-35,1,60,Y,Pass
DDD,2013J,806,F,South West Region,A Level or Equivalent,20-30%,55<=,0,150,N,Withdrawn
CCC,2014B,807,M,Wales,A Level or Equivalent,40-50%,55<=,1,30,N,Pass
DDD,2014B,807,F,South Region,HE Qualification,0-10%,0-35,0,90,N,Pass
BBB,2013J,808,F,East Anglian Region,Lower Than A Level,30-40%,35-55,1,150,N,Distinction
EEE,2014B,808,M,South Region,No Formal quals,40-50%,35-55,0,150,N,Fail
CCC,2014B,809,M,North Region,Lower Than A Level,40-50%,35-55,2,90,N,Pass
AAA,2013J,809,M,South West Region,HE Qualification,70-80%,55<=,2,150,N,Pass
DDD,2014B,810,F,Scotland,No Formal quals,0-10%,55<=,0,30,N,Withdrawn
AAA,2014B,811,F,London Region,A Level or Equivalent,30-40%,55<=,0,30,N,Fail
DDD,2014B,812,M,East Anglian Region,Post Graduate Qualification,40-50%,55<=,2,120,N,Pass
BBB,2014B,812,F,South Region,No Formal quals,90-100%,0-35,0,30,N,Fail
CCC,2013J,813,M,Scotland,No Formal quals,0-10%,0-35,2,120,N,Pass
EEE,2014B,813,F,South East Region,HE Qualification,90-100%,0-35,2,90,Y,Withdrawn
DDD,2013J,814,M,South West Region,Post Graduate Qualification,60-70%,0-35,0,60,N,Distinction
CCC,2014B,815,F,West Midlands Region,Lower Than A Level,70-80%,55<=,0,30,N,Distinction
DDD,2014B,815,M,Scotland,No Formal quals,20-30%,35-55,1,120,N,Pass
DDD,2014B,816,M,East Anglian Region,Post Graduate Qualification,10-20%,0-35,0,90,N,Withdrawn
EEE,2013J,816,F,South West Region,HE Qualification,30-40%,35-55,2,30,N,Withdrawn
BBB,2013J,817,M,North Western Region,No Formal quals,90-100%,55<=,1,120,N,Pass
BBB,2013J,818,F,South East Region,HE Qualification,70-80%,55<=,2,120,N,Pass
AAA,2014B,819,F,North Western Region,Post Graduate Qualification,90-100%,35-55,1,150,N,Fail
AAA,2014B,820,M,Wales,No Formal quals,50-60%,55<=,0,150,N,Fail
BBB,2014B,820,F,East Anglian Region,No Formal quals,70-80%,0-35,2,90,N,Pass
DDD,2013J,821,M,Wales,Lower Than A Level,50-60%,35-55,0,30,N,Pass
EEE,2014B,822,M,East Midlands Region,Post Graduate Qualification,70-80%,55<=,1,150,N,Pass
AAA,2014B,823,F,South West Region,Lower Than A Level,50-60%,0-35,1,150,N,Fail
DDD,2014B,824,F,North Region,Lower Than A Level,70-80%,35-55,2,60,N,Distinction
CCC,2013J,824,M,South East Region,Lower Than A Level,10-20%,0-35,0,60,Y,Pass
DDD,2014B,825,M,Wales,Post Graduate Qualification,90-100%,0-35,1,150,Y,Pass
BBB,2013J,826,F,East Anglian Region,No Formal quals,80-90%,55<=,0,30,N,Distinction
EEE,2014B,826,F,South West Region,Lower Than A Level,0-10%,55<=,1,30,Y,Withdrawn
DDD,2013J,827,M,North Region,A Level or Equivalent,80-90%,0-35,2,120,N,Pass
AAA,2013J,828,M,South West Region,No Formal quals,20-30%,55<=,2,90,Y,Distinction
EEE,2014B,829,F,South Region,A Level or Equivalent,70-80%,55<=,0,60,N,Distinction
EEE,2013J,830,M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,150,N,Distinction
AAA,2013J,830,F,North Western Region,Post Graduate Qualification,90-100%,35-55,0,150,N,Fail
EEE,2013J,831,F,Wales,No Formal quals,40-50%,35-55,0,90,N,Fail
DDD,2013J,831,M,West Midlands Region,No Formal quals,20-30%,0-35,0,90,N,Distinction
AAA,2013J,832,F,South Region,No Formal quals,0-10%,0-35,2,30,N,Fail
EEE,2014B,833,M,London Region,Lower Than A Level,70-80%,55<=,0,90,N,Distinction
BBB,2014B,834,M,South East Region,A Level or Equivalent,20-30%,55<=,1,150,Y,Pass
EEE,2013J,835,M,South Region,Post Graduate Qualification,80-90%,0-35,0,120,N,Pass
AAA,2014B,835,M,East Anglian Region,HE Qualification,30-40%,35-55,2,90,N,Withdrawn
AAA,2013J,836,F,East Anglian Region,HE Qualification,70-80%,55<=,1,150,N,Distinction
DDD,2014B,837,M,South West Region,Post Graduate Qualification,30-40%,55<=,1,150,N,Pass
CCC,2014B,838,F,South West Region,No Formal quals,40-50%,55<=,1,60,N,Pass
EEE,2014B,838,F,South East Region,A Level or Equivalent,60-70%,55<=,0,30,N,Pass
CCC,2013J,839,M,East Midlands Region,Lower Than A Level,30-40%,55<=,2,30,N,Pass
EEE,2014B,839,M,South East Region,Post Graduate Qualification,10-20%,0-35,1,120,N,Pass
CCC,2014B,840,F,East Anglian Region,Lower Than A Level,30-40%,55<=,0,60,N,Fail
EEE,2014B,841,F,East Midlands Region,Post Graduate Qualification,0-10%,0-35,2,30,N,Distinction
BBB,2013J,841,F,South Region,No Formal quals,30-40%,55<=,1,90,N,Withdrawn
EEE,2014B,842,M,Wales,Lower Than A Level,80-90%,55<=,0,30,N,Pass
CCC,2014B,842,F,London Region,Post Graduate Qualification,60-70%,35-55,2,90,N,Fail
EEE,2013J,843,F,South Region,No Formal quals,70-80%,35-55,1,120,N,Fail
AAA,2013J,843,F,South East Region,A Level or Equivalent,40-50%,55<=,2,60,N,Fail
EEE,2013J,844,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
DDD,2014B,845,F,South East Region,Post Graduate Qualification,0-10%,0-35,0,120,N,Pass
CCC,2013J,845,M,West Midlands Region,No Formal quals,50-60%,35-55,0,90,Y,Fail
EEE,2014B,846,F,Scotland,Post Graduate Qualification,40-50%,0-35,2,30,N,Pass
AAA,2014B,846,F,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn
BBB,2014B,847,F,North Region,HE Qualification,40-50%,0-35,0,30,N,Pass
EEE,2013J,848,F,South West Region,Lower Than A Level,40-50%,0-35,2,120,N,Distinction
DDD,2013J,849,F,North Region,A Level or Equivalent,50-60%,0-35,1,120,Y,Pass
EEE,2013J,850,F,Scotland,Post Graduate Qualification,40-50%,55<=,2,150,N,Pass
DDD,2013J,851,M,South West Region,Lower Than A Level,90-100%,35-55,1,60,N,Fail
AAA,2014B,852,F,London Region,Lower Than A Level,10-20%,55<=,0,30,N,Pass
DDD,2014B,852,F,London Region,Post Graduate Qualification,20-30%,35-55,2,60,N,Fail
DDD,2014B,853,F,London Region,Post Graduate Qualification,0-10%,55<=,0,60,N,Pass
AAA,2014B,854,M,South West Region,Lower Than A Level,0-10%,35-55,2,60,N,Pass
DDD,2013J,854,M,North Western Region,Lower Than A Level,0-10%,35-55,2,120,N,Pass
CCC,2013J,855,F,North Western Region,Lower Than A Level,80-90%,55<=,2,120,N,Fail
DDD,2013J,856,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,2,150,Y,Distinction
CCC,2013J,856,F,Wales,No Formal quals,80-90%,35-55,1,90,N,Fail
BBB,2013J,857,F,East Anglian Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Withdrawn
DDD,2014B,857,F,North Western Region,Post Graduate Qualification,10-20%,35-55,0,90,N,Pass
EEE,2014B,858,M,Scotland,No Formal quals,90-100%,55<=,1,90,N,Pass
AAA,2013J,858,F,East Anglian Region,Lower Than A Level,60-70%,35-55,2,120,N,Withdrawn
CCC,2014B,859,F,East Anglian Region,Lower Than A Level,50-60%,55<=,2,120,N,Distinction
DDD,2014B,860,F,South East Region,No Formal quals,40-50%,0-35,2,150,N,Withdrawn
CCC,2014B,861,M,South West Region,Lower Than A Level,70-80%,0-35,2,60,Y,Pass
DDD,2014B,861,F,North Region,A Level or Equivalent,0-10%,55<=,2,120,N,Fail
CCC,2014B,862,F,North Region,HE Qualification,90-100%,55<=,0,120,Y,Fail
BBB,2013J,862,M,West Midlands Region,Post Graduate Qualification,40-50%,35-55,1,90,N,Pass
BBB,2013J,863,M,South Region,HE Qualification,60-70%,0-35,2,30,N,Withdrawn
AAA,2014B,864,M,Wales,No Formal quals,90-100%,55<=,0,150,N,Fail
BBB,2013J,865,F,North Western Region,Post Graduate Qualification,0-10%,55<=,2,60,N,Withdrawn
EEE,2013J,865,F,Scotland,A Level or Equivalent,90-100%,0-35,1,30,N,Pass
DDD,2013J,866,M,West Midlands Region,Post Graduate Qualification,0-10%,0-35,0,30,N,Withdrawn
CCC,2014B,866,M,North Region,HE Qualification,30-40%,35-55,1,150,N,Withdrawn
AAA,2013J,867,M,South Region,No Formal quals,70-80%,35-55,0,30,Y,Fail
CCC,2013J,867,M,East Anglian Region,No Formal quals,0-10%,35-55,1,120,N,Fail
DDD,2013J,868,M,South Region,Post Graduate Qualification,0-10%,0-35,1,60,N,Fail
BBB,2014B,868,F,South East Region,A Level or Equivalent,80-90%,0-35,2,120,Y,Distinction
BBB,2014B,869,M,North Western Region,A Level or Equivalent,20-30%,35-55,2,120,N,Fail
DDD,2013J,869,F,North Region,Lower Than A Level,0-10%,55<=,1,60,N,Withdrawn
EEE,2013J,870,M,Scotland,Lower Than A Level,20-30%,0-35,2,90,N,Withdrawn
AAA,2013J,870,F,East Midlands Region,Post Graduate Qualification,40-50%,0-35,1,60,N,Withdrawn
BBB,2013J,871,M,South East Region,No Formal quals,60-70%,55<=,1,30,N,Withdrawn
AAA,2014B,871,F,South West Region,Post Graduate Qualification,20-30%,55<=,1,150,Y,Distinction
DDD,2013J,872,F,East Anglian Region,A Level or Equivalent,60-70%,55<=,2,150,N,Pass
BBB,2014B,873,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
CCC,2013J,874,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass
EEE,2014B,874,F,East Midlands Region,Post Graduate Qualification,10-20%,0-35,0,30,N,Fail
BBB,2014B,875,M,East Midlands Region,A Level or Equivalent,30-40%,55<=,1,30,N,Distinction
DDD,2014B,876,F,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Distinction
EEE,2014B,876,F,East Midlands Region,No Formal quals,70-80%,0-35,0,60,N,Pass
EEE,2014B,877,M,North Western Region,Lower Than A Level,90-100%,0-35,2,90,N,Distinction
CCC,2014B,878,F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn
CCC,2013J,879,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,2,60,N,Fail
CCC,2013J,880,M,South Region,Post Graduate Qualification,70-80%,35-55,1,150,N,Fail
DDD,2013J,881,F,East Anglian Region,Post Graduate Qualification,40-50%,55<=,1,120,N,Fail
EEE,2013J,882,F,South Region,HE Qualification,10-20%,35-55,2,150,N,Fail
CCC,2014B,882,M,North Region,Lower Than A Level,50-60%,55<=,1,60,N,Distinction
BBB,2014B,883,M,Scotland,HE Qualification,20-30%,35-55,0,30,N,Distinction
AAA,2014B,883,M,Scotland,A Level or Equivalent,10-20%,55<=,1,60,Y,Pass
AAA,2014B,884,F,West Midlands Region,Post Graduate Qualification,10-20%,0-35,0,150,N,Pass
AAA,2014B,885,M,Scotland,Lower Than A Level,50-60%,0-35,1,90,N,Pass
BBB,2013J,886,M,South West Region,No Formal quals,10-20%,0-35,2,120,N,Pass
DDD,2013J,887,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,30,N,Fail
BBB,2014B,887,M,South Region,No Formal quals,40-50%,55<=,0,120,Y,Distinction
AAA,2014B,888,M,Wales,HE Qualification,70-80%,55<=,2,120,N,Pass
AAA,2014B,889,M,Wales,HE Qualification,20-30%,35-55,1,150,N,Fail
AAA,2014B,890,M,East Anglian Region,HE Qualification,0-10%,55<=,2,150,N,Distinction
DDD,2013J,891,F,East Midlands Region,Post Graduate Qualification,30-40%,35-55,2,90,N,Pass
BBB,2013J,892,F,North Western Region,A Level or Equivalent,90-100%,35-55,1,60,Y,Fail
EEE,2014B,892,F,South West Region,Post Graduate Qualification,0-10%,55<=,2,120,N,Fail
BBB,2014B,893,F,North Region,Post Graduate Qualification,20-30%,35-55,1,30,N,Withdrawn
EEE,2014B,893,F,East Anglian Region,Post Graduate Qualification,40-50%,55<=,0,120,N,Withdrawn
AAA,2014B,894,M,East Midlands Region,HE Qualification,40-50%,0-35,0,90,N,Distinction
EEE,2013J,894,F,South Region,Lower Than A Level,40-50%,35-55,1,30,N,Pass
EEE,2014B,895,F,East Anglian Region,No Formal quals,40-50%,35-55,1,150,N,Withdrawn
EEE,2013J,896,M,South Region,A Level or Equivalent,20-30%,55<=,0,150,N,Pass
BBB,2014B,896,M,North Western Region,No Formal quals,50-60%,35-55,0,90,N,Pass
AAA,2013J,897,M,South Region,A Level or Equivalent,20-30%,35-55,1,150,N,Pass
DDD,2014B,898,F,London Region,Lower Than A Level,20-30%,35-55,1,120,N,Fail
AAA,2013J,899,M,East Midlands Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail
AAA,2014B,900,M,South West Region,A Level or Equivalent,90-100%,35-55,0,90,Y,Fail
EEE,2013J,901,M,South Region,Post Graduate Qualification,80-90%,0-35,2,90,N,Distinction
AAA,2013J,902,F,North Western Region,A Level or Equivalent,80-90%,55<=,1,120,N,Fail
BBB,2014B,903,M,North Region,No Formal quals,0-10%,35-55,0,30,N,Pass
BBB,2013J,904,M,East Anglian Region,Post Graduate Qualification,20-30%,55<=,0,150,N,Fail
EEE,2014B,904,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
AAA,2014B,905,M,South West Region,HE Qualification,10-20%,55<=,2,30,N,Pass
DDD,2014B,906,F,Wales,No Formal quals,70-80%,35-55,1,150,N,Pass
EEE,2013J,906,M,East Anglian Region,Lower Than A Level,20-30%,35-55,1,150,N,Fail
DDD,2013J,907,M,London Region,Lower Than A Level,60-70%,55<=,1,30,N,Pass
CCC,2013J,908,F,North Region,Lower Than A Level,50-60%,55<=,1,150,N,Pass
AAA,2013J,908,F,East Anglian Region,No Formal quals,40-50%,55<=,2,150,N,Pass
AAA,2013J,909,F,East Anglian Region,Post Graduate Qualification,80-90%,55<=,1,60,N,Fail
EEE,2014B,909,M,South East Region,Post Graduate Qualification,20-30%,35-55,0,120,N,Pass
EEE,2014B,910,F,South East Region,HE Qualification,20-30%,0-35,2,90,N,Pass
AAA,2013J,910,M,Wales,A Level or Equivalent,0-10%,55<=,2,120,N,Pass
DDD,2013J,911,F,North Region,No Formal quals,70-80%,0-35,0,60,N,Pass
AAA,2014B,911,F,Wales,No Formal quals,40-50%,55<=,2,90,N,Withdrawn
DDD,2013J,912,M,South Region,Post Graduate Qualification,0-10%,55<=,1,60,N,Pass
DDD,2013J,913,F,South East Region,HE Qualification,10-20%,35-55,2,30,N,Pass
BBB,2013J,913,F,North Region,Post Graduate Qualification,10-20%,35-55,0,120,N,Pass
AAA,2013J,914,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Fail
CCC,2014B,915,F,East Midlands Region,A Level or Equivalent,20-30%,55<=,2,90,N,Withdrawn
BBB,2013J,915,M,North Region,No Formal quals,40-50%,35-55,1,120,N,Pass
BBB,2014B,916,F,South West Region,Post Graduate Qualification,10-20%,55<=,1,90,N,Distinction
EEE,2014B,916,M,North Region,Post Graduate Qualification,80-90%,55<=,0,30,N,Pass
DDD,2013J,917,M,West Midlands Region,Lower Than A Level,30-40%,35-55,1,150,N,Pass
DDD,2013J,918,F,North Region,HE Qualification,40-50%,0-35,1,120,Y,Pass
DDD,2013J,919,M,East Anglian Region,HE Qualification,50-60%,0-35,1,120,N,Fail
EEE,2014B,919,M,Wales,HE Qualification,30-40%,55<=,0,60,N,Distinction
DDD,2014B,920,F,East Midlands Region,HE Qualification,30-40%,55<=,1,90,N,Distinction
CCC,2014B,921,F,South Region,Post Graduate Qualification,90-100%,0-35,2,60,N,Fail
AAA,2014B,922,M,London Region,HE Qualification,90-100%,0-35,2,150,N,Pass
CCC,2014B,922,M,East Midlands Region,HE Qualification,20-30%,55<=,1,120,N,Pass
AAA,2014B,923,F,London Region,Lower Than A Level,10-20%,35-55,1,30,N,Pass
EEE,2014B,923,F,South West Region,HE Qualification,80-90%,55<=,2,30,N,Pass
BBB,2014B,924,M,West Midlands Region,No Formal quals,0-10%,55<=,0,60,N,Fail
EEE,2013J,924,F,West Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,Fail
BBB,2014B,925,F,South East Region,No Formal quals,30-40%,0-35,1,150,N,Fail
EEE,2013J,925,M,West Midlands Region,No Formal quals,40-50%,0-35,0,30,N,Pass
AAA,2014B,926,F,North Western Region,Post Graduate Qualification,60-70%,35-55,2,60,N,Fail
BBB,2014B,926,M,London Region,Lower Than A Level,10-20%,0-35,1,30,N,Pass
BBB,2013J,927,F,Scotland,HE Qualification,70-80%,0-35,2,150,N,Pass
AAA,2014B,927,M,East Anglian Region,No Formal quals,90-100%,0-35,2,90,N,Withdrawn
CCC,2013J,928,F,West Midlands Region,HE Qualification,90-100%,0-35,0,120,N,Fail
DDD,2013J,929,M,East Anglian Region,Post Graduate Qualification,10-20%,55<=,1,120,N,Fail
DDD,2013J,930,F,South Region,No Formal quals,20-30%,55<=,0,150,N,Pass
CCC,2014B,930,M,South Region,A Level or Equivalent,90-100%,0-35,2,30,N,Fail
DDD,2014B,931,F,Scotland,Lower Than A Level,90-100%,35-55,1,120,N,Fail
BBB,2014B,931,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn
CCC,2014B,932,M,London Region,No Formal quals,20-30%,0-35,0,150,N,Fail
EEE,2013J,932,M,Wales,Post Graduate Qualification,50-60%,35-55,1,30,N,Pass
DDD,2013J,933,M,North Region,Lower Than A Level,80-90%,35-55,2,120,N,Distinction
EEE,2013J,934,M,Wales,HE Qualification,60-70%,0-35,0,120,N,Fail
AAA,2014B,934,M,South West Region,Lower Than A Level,30-40%,35-55,1,90,N,Withdrawn
BBB,2014B,935,F,South East Region,A Level or Equivalent,10-20%,55<=,0,90,N,Fail
EEE,2014B,935,F,Wales,A Level or Equivalent,90-100%,35-55,1,30,N,Pass
EEE,2014B,936,F,Wales,A Level or Equivalent,90-100%,35-55,1,30,N,Pass
AAA,2014B,936,M,East Anglian Region,No Formal quals,30-40%,35-55,2,30,N,Distinction
DDD,2013J,937,F,East Anglian Region,Lower Than A Level,60-70%,55<=,2,60,N,Pass
CCC,2014B,937,M,North Region,A Level or Equivalent,70-80%,55<=,0,90,N,Pass
BBB,2013J,938,F,Scotland,HE Qualification,70-80%,55<=,1,90,N,Pass
AAA,2014B,938,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
BBB,2013J,939,F,Scotland,A Level or Equivalent,20-30%,55<=,2,60,Y,Fail
EEE,2014B,940,F,Wales,A Level or Equivalent,80-90%,0-35,1,30,N,Fail
BBB,2014B,940,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
EEE,2013J,941,F,East Midlands Region,HE Qualification,10-20%,0-35,1,30,N,Withdrawn
CCC,2014B,941,F,South East Region,Lower Than A Level,50-60%,55<=,2,30,N,Fail
AAA,2014B,942,M,East Anglian Region,No Formal quals,90-100%,0-35,0,30,N,Pass
BBB,2013J,942,M,North Region,HE Qualification,80-90%,35-55,2,150,N,Pass
AAA,2014B,943,M,London Region,Lower Than A Level,40-50%,0-35,2,30,N,Pass
CCC,2014B,943,F,London Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
CCC,2014B,944,F,West Midlands Region,No Formal quals,60-70%,0-35,1,120,N,Pass
BBB,2013J,944,F,South East Region,HE Qualification,0-10%,55<=,1,150,N,Pass
AAA,2014B,945,M,East Anglian Region,Lower Than A Level,30-40%,35-55,2,150,N,Pass
CCC,2013J,945,F,East Anglian Region,Post Graduate Qualification,20-30%,0-35,1,30,N,Distinction
BBB,2014B,946,F,South Region,HE Qualification,90-100%,0-35,1,30,N,Pass
AAA,2013J,946,F,Wales,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction
BBB,2014B,947,M,North Western Region,No Formal quals,40-50%,35-55,2,120,N,Pass
AAA,2013J,948,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,2,150,N,Pass
CCC,2014B,948,M,London Region,A Level or Equivalent,50-60%,35-55,1,30,N,Fail
DDD,2014B,949,F,West Midlands Region,No Formal quals,10-20%,35-55,2,60,N,Fail
BBB,2014B,950,M,Scotland,Lower Than A Level,70-80%,0-35,2,90,N,Pass
DDD,2014B,951,F,South Region,HE Qualification,10-20%,35-55,2,150,N,Pass
BBB,2014B,951,F,East Anglian Region,No Formal quals,40-50%,0-35,1,60,N,Fail
AAA,2013J,952,F,East Anglian Region,Post Graduate Qualification,20-30%,35-55,2,30,N,Pass
EEE,2013J,952,M,Wales,HE Qualification,30-40%,0-35,0,120,N,Fail
DDD,2014B,953,M,South Region,A Level or Equivalent,10-20%,35-55,1,90,N,Pass
EEE,2013J,954,F,Wales,HE Qualification,10-20%,55<=,0,60,N,Distinction
AAA,2014B,954,M,South East Region,A Level or Equivalent,80-90%,55<=,2,60,N,Distinction
EEE,2014B,955,M,South East Region,No Formal quals,60-70%,35-55,0,30,N,Fail
CCC,2014B,956,F,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass
DDD,2013J,956,M,North Western Region,Lower Than A Level,10-20%,0-35,0,120,N,Pass
DDD,2014B,957,M,North Western Region,Post Graduate Qualification,70-80%,35-55,0,150,N,Pass
BBB,2014B,958,M,West Midlands Region,Post Graduate Qualification,50-60%,55<=,1,90,N,Pass
AAA,2014B,958,M,London Region,Post Graduate Qualification,70-80%,55<=,1,120,N,Fail
AAA,2014B,959,F,East Anglian Region,Post Graduate Qualification,10-20%,0-35,0,90,Y,Withdrawn
EEE,2013J,960,M,South Region,Lower Than A Level,20-30%,0-35,2,60,N,Pass
DDD,2013J,961,M,Wales,Lower Than A Level,10-20%,55<=,0,90,N,Withdrawn
CCC,2013J,961,F,Wales,Post Graduate Qualification,0-10%,0-35,0,120,N,Distinction
AAA,2013J,962,M,West Midlands Region,A Level or Equivalent,70-80%,55<=,1,30,N,Distinction
BBB,2014B,963,F,London Region,A Level or Equivalent,40-50%,55<=,0,150,N,Fail
CCC,2013J,963,F,Scotland,Post Graduate Qualification,10-20%,55<=,1,30,N,Pass
DDD,2014B,964,M,West Midlands Region,Post Graduate Qualification,70-80%,0-35,0,60,N,Distinction
CCC,2013J,964,M,East Anglian Region,No Formal quals,30-40%,35-55,1,60,N,Pass
CCC,2013J,965,F,South West Region,HE Qualification,20-30%,35-55,0,60,N,Pass
BBB,2014B,965,F,East Midlands Region,Lower Than A Level,90-100%,35-55,2,30,N,Fail
CCC,2014B,966,F,West Midlands Region,No Formal quals,70-80%,35-55,2,30,N,Pass
DDD,2013J,966,F,South East Region,A Level or Equivalent,50-60%,35-55,0,150,N,Distinction
BBB,2013J,967,F,South West Region,A Level or Equivalent,60-70%,35-55,0,90,N,Fail
EEE,2013J,967,M,East Anglian Region,Lower Than A Level,50-60%,55<=,2,120,N,Distinction
CCC,2013J,968,F,South Region,Post Graduate Qualification,40-50%,35-55,2,150,N,Pass
BBB,2014B,968,M,West Midlands Region,HE Qualification,20-30%,35-55,2,30,N,Pass
AAA,2014B,969,F,London Region,A Level or Equivalent,60-70%,0-35,2,150,N,Withdrawn
BBB,2013J,969,F,North Region,Post Graduate Qualification,70-80%,55<=,1,60,N,Pass
EEE,2014B,970,F,East Anglian Region,Lower Than A Level,90-100%,55<=,2,150,N,Withdrawn
DDD,2013J,971,M,West Midlands Region,No Formal quals,60-70%,0-35,0,30,N,Fail
CCC,2014B,971,M,London Region,Lower Than A Level,10-20%,0-35,0,120,N,Fail
AAA,2014B,972,F,South West Region,HE Qualification,0-10%,55<=,0,150,N,Fail
DDD,2013J,973,F,South West Region,Post Graduate Qualification,10-20%,35-55,1,60,N,Withdrawn
CCC,2013J,974,F,Wales,Lower Than A Level,50-60%,35-55,2,60,N,Pass
CCC,2013J,975,F,South Region,HE Qualification,30-40%,0-35,0,60,N,Distinction
AAA,2014B,975,F,South West Region,Post Graduate Qualification,0-10%,55<=,0,30,N,Pass
DDD,2013J,976,M,North Western Region,HE Qualification,10-20%,55<=,2,150,N,Pass
BBB,2013J,977,M,London Region,A Level or Equivalent,80-90%,0-35,2,90,N,Pass
DDD,2014B,977,M,Scotland,Post Graduate Qualification,20-30%,55<=,0,150,N,Withdrawn
CCC,2014B,978,M,London Region,No Formal quals,50-60%,55<=,0,30,N,Pass
BBB,2014B,979,M,West Midlands Region,Lower Than A Level,20-30%,35-55,2,150,N,Distinction
EEE,2014B,980,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,90,N,Distinction
DDD,2013J,981,M,Scotland,No Formal quals,70-80%,0-35,0,120,N,Pass
EEE,2013J,981,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,90,N,Pass
BBB,2014B,982,F,East Anglian Region,No Formal quals,40-50%,0-35,2,90,N,Fail
DDD,2013J,982,F,North Region,No Formal quals,40-50%,55<=,1,60,N,Pass
DDD,2014B,983,M,East Midlands Region,Post Graduate Qualification,80-90%,35-55,0,90,N,Withdrawn
EEE,2013J,983,M,Wales,A Level or Equivalent,60-70%,35-55,2,120,N,Withdrawn
BBB,2013J,984,M,West Midlands Region,HE Qualification,80-90%,55<=,0,30,N,Pass
EEE,2014B,985,F,East Anglian Region,A Level or Equivalent,30-40%,55<=,2,90,N,Distinction
EEE,2014B,986,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,30,Y,Fail
DDD,2014B,987,F,Scotland,HE Qualification,60-70%,55<=,2,30,N,Distinction
BBB,2013J,988,F,South Region,No Formal quals,10-20%,35-55,0,60,N,Withdrawn
DDD,2014B,988,M,North Western Region,Lower Than A Level,10-20%,55<=,1,30,N,Pass
DDD,2013J,989,M,South East Region,HE Qualification,50-60%,0-35,1,30,N,Pass
AAA,2014B,990,M,Wales,No Formal quals,20-30%,55<=,1,120,N,Pass
EEE,2013J,991,F,North Western Region,No Formal quals,80-90%,55<=,1,60,N,Pass
DDD,2013J,991,F,Wales,Lower Than A Level,90-100%,35-55,0,30,Y,Pass
EEE,2013J,992,F,North Region,Post Graduate Qualification,0-10%,55<=,0,30,N,Fail
DDD,2014B,993,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass
AAA,2013J,994,M,South West Region,HE Qualification,50-60%,0-35,2,60,N,Distinction
BBB,2014B,995,M,Scotland,Post Graduate Qualification,70-80%,0-35,2,90,N,Pass
BBB,2014B,996,M,Wales,Post Graduate Qualification,70-80%,0-35,1,120,N,Pass
CCC,2013J,996,F,West Midlands Region,HE Qualification,80-90%,35-55,1,150,N,Pass
DDD,2013J,997,F,North Western Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
AAA,2014B,997,F,North Region,HE Qualification,50-60%,55<=,0,60,Y,Withdrawn
EEE,2013J,998,M,South Region,Post Graduate Qualification,70-80%,55<=,1,30,N,Fail
BBB,2014B,998,F,East Anglian Region,HE Qualification,0-10%,35-55,1,150,N,Pass
AAA,2014B,999,F,South East Region,No Formal quals,80-90%,55<=,1,90,Y,Withdrawn
EEE,2014B,999,M,West Midlands Region,Lower Than A Level,80-90%,55<=,1,30,N,Pass
AAA,2014B,1000,M,North Western Region,HE Qualification,30-40%,0-35,1,90,Y,Pass
